
STARTED ORDER 1

10, 11150, 17400, 10004, 2651, 2917, 5808, 24307, 8173, 2027, 1903, 22988, 14287
10, 16508, 24659, 3817, 1069, 535, 1067, 34310, 10141, 1664, 1620, 26633, 16136
10, 12949, 16774, 9358, 3219, 241, 385, 31725, 9949, 5122, 6829, 19529, 10820
20, 16352, 26015, 892, 147, 6, 16, 32954, 10430, 567, 450, 26485, 15904
20, 14952, 20167, 4890, 1579, 880, 2077, 30241, 8390, 1624, 1888, 23913, 14163
20, 13236, 17253, 8616, 2280, 2669, 4809, 26636, 7271, 1576, 1842, 23614, 14353
30, 15545, 23424, 1909, 303, 148, 123, 31234, 9676, 1045, 896, 24776, 14464
30, 15995, 26750, 184, 58, 0, 0, 32298, 10689, 127, 115, 26627, 16118
30, 14968, 22337, 2598, 623, 889, 1690, 29227, 8720, 350, 292, 24908, 14976
40, 16468, 23983, 255, 38, 0, 0, 31570, 9174, 151, 142, 25538, 14913
40, 16811, 26079, 275, 40, 0, 0, 32921, 10284, 168, 147, 26988, 15902
40, 14384, 24203, 125, 0, 0, 0, 29133, 9579, 68, 57, 23906, 14681
50, 15983, 24614, 754, 220, 37, 190, 32038, 9306, 402, 345, 25201, 15623
50, 16871, 27107, 1815, 148, 27, 12, 34907, 10995, 1106, 818, 27223, 16794
50, 16439, 23707, 2035, 730, 597, 1372, 31935, 9007, 432, 364, 26409, 15706
60, 17229, 26247, 306, 66, 0, 0, 34151, 9697, 197, 175, 26817, 16659
60, 16639, 25507, 861, 86, 118, 142, 33077, 9756, 425, 262, 26337, 16069
60, 16985, 25610, 1640, 341, 125, 95, 34244, 10112, 884, 877, 26686, 16129
70, 16084, 26567, 1021, 205, 0, 0, 33061, 10816, 660, 566, 26539, 16112
70, 16951, 28385, 0, 0, 0, 0, 34675, 10661, 0, 0, 27612, 17724
70, 15911, 27332, 441, 35, 0, 0, 32675, 11044, 282, 194, 26796, 16447
80, 14927, 23397, 724, 50, 47, 73, 29821, 9157, 369, 285, 23896, 14548
80, 16084, 24836, 702, 77, 0, 0, 31978, 9721, 441, 338, 25544, 15376
80, 15240, 24949, 470, 75, 0, 0, 30740, 9994, 328, 217, 25092, 15097
90, 16992, 25663, 1673, 271, 0, 0, 34140, 10459, 1013, 931, 26791, 15864
90, 16388, 24620, 265, 37, 0, 0, 31715, 9595, 164, 138, 25882, 15126
90, 15477, 24604, 0, 0, 0, 0, 30623, 9458, 0, 0, 24935, 15146
100, 16829, 26640, 278, 90, 0, 0, 33787, 10050, 187, 181, 26788, 16681
100, 15464, 24878, 686, 174, 4, 58, 31506, 9634, 412, 386, 24890, 15514
100, 16302, 25259, 210, 40, 0, 0, 32255, 9556, 131, 119, 25779, 15782
400, 14846, 25226, 130, 24, 0, 0, 30229, 9997, 100, 54, 24813, 15259
400, 14959, 26037, 233, 24, 0, 0, 30903, 10350, 151, 106, 25227, 15769
400, 16493, 25218, 1096, 113, 19, 58, 32978, 9865, 685, 447, 26043, 15745
700, 15290, 25971, 166, 14, 0, 0, 31145, 10296, 119, 61, 25539, 15722
700, 14712, 23346, 192, 14, 0, 0, 29162, 9102, 123, 83, 23745, 14313
700, 16012, 24516, 162, 20, 0, 0, 31308, 9402, 123, 59, 25375, 15153
1000, 14974, 23423, 387, 45, 0, 0, 29514, 9315, 251, 181, 24153, 14244
1000, 15888, 24311, 327, 32, 0, 0, 30953, 9605, 226, 133, 25392, 14807
1000, 17408, 26635, 1157, 231, 8, 39, 34926, 10458, 763, 578, 27527, 16563
1300, 17131, 25191, 450, 34, 0, 0, 33348, 9458, 317, 167, 26456, 15866
1300, 16522, 23781, 571, 98, 0, 0, 32117, 8855, 378, 291, 25184, 15119
1300, 15423, 25738, 159, 32, 0, 0, 31205, 10147, 99, 92, 25510, 15651

STARTED ORDER 3

1, 1211, 1862, 23733, 14587, 5050, 18021, 13643, 4679, 6030, 9219, 16308, 9836
1, 4949, 5203, 19763, 11241, 4003, 13234, 18287, 5632, 5525, 8242, 17583, 9806
1, 4383, 7107, 19977, 11757, 4596, 15413, 16857, 6358, 4709, 7016, 20078, 11421
2, 8234, 8960, 16806, 8463, 2193, 5277, 27135, 7858, 7145, 10654, 16094, 8570
2, 7327, 9423, 17152, 9106, 1541, 5069, 27988, 8410, 8092, 11556, 14828, 8532
2, 4507, 5950, 18409, 11221, 3947, 10259, 20673, 5208, 5858, 9566, 15317, 9346
3, 11027, 13097, 13201, 7005, 1677, 4945, 29738, 7970, 5351, 8233, 19446, 11300
3, 5124, 5924, 17167, 9181, 3503, 9538, 19059, 5296, 5461, 7846, 15258, 8831
3, 5897, 7928, 17706, 9819, 2062, 5570, 25912, 7806, 7796, 12097, 13487, 7970
4, 11020, 12885, 13741, 5812, 1633, 4270, 29011, 8544, 5877, 7773, 19236, 10572
4, 4611, 6043, 17091, 10465, 4006, 11589, 17915, 4700, 4602, 7359, 16423, 9826
4, 1955, 3575, 21010, 12651, 4483, 14811, 14908, 4989, 5747, 8620, 15458, 9366
5, 6881, 8695, 17427, 8682, 2503, 6672, 24791, 7719, 6954, 9980, 15805, 8946
5, 11078, 13908, 12001, 4359, 1788, 4080, 27613, 7865, 4846, 5646, 19444, 11410
5, 9055, 12002, 14031, 6053, 2112, 5004, 25945, 8080, 5737, 7231, 18069, 10104
6, 11756, 13532, 9362, 3873, 1216, 3424, 26833, 7050, 3850, 4745, 19150, 10778
6, 8375, 11116, 14699, 7227, 2286, 6448, 25154, 7529, 5661, 7531, 17886, 10339
6, 5885, 5426, 19544, 9539, 4361, 12944, 17955, 5134, 5335, 6443, 18476, 10140
7, 10244, 13664, 12094, 4814, 1591, 3593, 27222, 8410, 5273, 6451, 18608, 10484
7, 9115, 9800, 16698, 7577, 3791, 9800, 23192, 6407, 4947, 5737, 21153, 11353
7, 7046, 6820, 19430, 10636, 3498, 10230, 24006, 6198, 6550, 9788, 17590, 10004
8, 10180, 14452, 11593, 5986, 2195, 6323, 25663, 8030, 3823, 5238, 21153, 11997
8, 9558, 11386, 13721, 5738, 2445, 5432, 25237, 7289, 5174, 6408, 18622, 10199
8, 10096, 11893, 14577, 5929, 2989, 6324, 26129, 7053, 4805, 6388, 19679, 11623
9, 9443, 12310, 13238, 6424, 1950, 5478, 26178, 7809, 5356, 6878, 18748, 10433
9, 10297, 11017, 13361, 6573, 2291, 6111, 26021, 6825, 4854, 6678, 19308, 10408
9, 6689, 8582, 19091, 8424, 4454, 10800, 21088, 6444, 5408, 6853, 19158, 11367
10, 6732, 7838, 15630, 8720, 3504, 10597, 19653, 5166, 4545, 5704, 18418, 10253
10, 10660, 12199, 12244, 6634, 2328, 7212, 25472, 6725, 3840, 5498, 20849, 11550
10, 13064, 16866, 9578, 3502, 507, 1477, 31576, 9450, 5460, 5636, 20887, 11027
20, 17452, 21116, 3416, 1098, 477, 1022, 33480, 8103, 1609, 1406, 25724, 14343
20, 15354, 20953, 2191, 583, 8, 48, 30579, 8446, 1457, 1261, 23130, 13233
20, 13692, 16306, 9031, 3215, 1230, 2849, 29864, 8301, 3962, 4205, 22233, 11844
30, 15387, 21721, 3801, 778, 245, 390, 31574, 9478, 2126, 1818, 24070, 13673
30, 14413, 22997, 2602, 614, 264, 459, 30065, 9838, 1315, 1178, 23951, 14182
30, 13750, 19109, 8354, 2022, 975, 1614, 30656, 9990, 3930, 3857, 22880, 12568
40, 15485, 21620, 4654, 1097, 254, 405, 32381, 9816, 2642, 2450, 24202, 13562
40, 13359, 19720, 4730, 1276, 524, 1045, 28598, 8918, 2341, 2096, 21981, 12667
40, 16297, 22904, 4280, 1081, 347, 822, 33603, 9790, 2340, 1852, 25663, 14707
50, 13916, 19909, 5998, 1364, 511, 702, 30641, 9333, 3236, 2913, 22211, 12827
50, 15200, 20921, 3549, 690, 253, 217, 30860, 9030, 2102, 1667, 23506, 13085
50, 14838, 20125, 3759, 657, 143, 147, 30222, 8867, 2232, 1894, 22611, 12642
60, 15653, 24196, 2581, 462, 185, 284, 32281, 10142, 1430, 1144, 25298, 15020
60, 14466, 21293, 5584, 1321, 664, 882, 31152, 9966, 2782, 2577, 23840, 13465
60, 15711, 21497, 2766, 654, 351, 697, 30642, 8938, 1234, 1138, 24516, 13740
70, 16219, 21612, 3517, 859, 293, 660, 32647, 8607, 1901, 1522, 24456, 14328
70, 13670, 18332, 6618, 1502, 270, 490, 30178, 9184, 3904, 3456, 21170, 11592
70, 15836, 23742, 1970, 397, 32, 76, 32226, 9611, 1249, 1010, 24866, 14820
80, 14000, 19994, 7523, 1650, 181, 198, 32441, 10347, 4723, 4071, 22107, 12266
80, 15515, 21499, 3028, 685, 126, 181, 31306, 9114, 1800, 1606, 23834, 13487
80, 12980, 18382, 4853, 1210, 155, 213, 28299, 8758, 2993, 2702, 20401, 11329
90, 15660, 22617, 3498, 698, 137, 151, 32593, 9592, 2147, 1761, 24326, 14239
90, 14701, 21389, 4774, 1084, 388, 723, 31077, 9760, 2619, 2128, 23805, 13396
90, 14617, 21076, 4849, 1185, 110, 130, 31391, 10096, 2980, 2814, 23194, 12739
100, 17230, 23526, 3101, 745, 163, 303, 34452, 9684, 1884, 1496, 26326, 14896
100, 13646, 20152, 5117, 1042, 43, 65, 30182, 9667, 3345, 2706, 21692, 12214
100, 14259, 22357, 6522, 1514, 489, 736, 32477, 10950, 3572, 3239, 23973, 13868
400, 15214, 24541, 2293, 446, 0, 0, 32279, 10215, 1546, 1193, 24682, 15073
400, 15057, 21243, 2705, 524, 65, 101, 30248, 9115, 1622, 1441, 23320, 13146
400, 14198, 21505, 2291, 420, 0, 0, 29104, 9310, 1430, 1281, 22647, 13056
700, 14537, 24455, 3429, 592, 14, 4, 31960, 11035, 2234, 1769, 24409, 14601
700, 16577, 24534, 894, 134, 51, 60, 32437, 9591, 538, 379, 25974, 15248
700, 14701, 20995, 2528, 505, 0, 0, 29597, 9132, 1639, 1394, 22944, 12752
1000, 15222, 23340, 3163, 648, 21, 31, 31948, 10373, 2036, 1723, 24541, 14073
1000, 15120, 24435, 2788, 619, 66, 58, 32609, 10229, 1801, 1482, 24552, 15127
1000, 16759, 25976, 2190, 548, 37, 126, 34620, 10690, 1339, 1236, 26798, 16100
1300, 16181, 22117, 1467, 322, 75, 71, 31351, 8590, 905, 738, 24430, 14014
1300, 15138, 21396, 2937, 655, 18, 26, 30959, 9123, 1923, 1625, 23309, 13269
1300, 16944, 23019, 3057, 710, 65, 57, 34386, 9222, 2072, 1573, 25368, 14717
